content,time,gender,user_level,score
牛逼啊啊啊啊,15706939200,2,1,10
I'm Iron man,15706935600,0,1,10
超爱漫威，第三阶段应该算是结束了😢😢,15706927800,0,2,10
没觉得哪特别，累,15706924200,1,2,8
电影的效果不错。,15706923000,1,1,10
真的很一般，不知道为什么那么多人觉得这部不错……我也是漫威DC老粉了，但这部所谓的“最终篇”却真的浇灭了我的热情。作为漫威电影宇宙第一阶段最重要的一部电影，复联四真的没那么“炸”，可怜的灭霸老贼上一部还是复杂矛盾的血肉反派，这部直接成了众英雄集结的背景板。终局之战场面看似宏大却毫无看点，节奏混乱，剪辑不畅，本来牛逼哄哄的反派成了纸糊的，一个镜头就被打败，女权出击，愣是生塞进去一个女英雄大合照……想象中的热血奋战没有，英雄们摧拉枯朽的战斗实在不过瘾！钢铁侠的死像刻意而为，没有打动我，倒是那句爱你三千遍惹人眼泪。,15706903800,1,4,6
很好看，很刺激，很感人,15706901400,0,3,10
结局不死人就好了,15706878000,1,2,10
还不错，挺好的,15706858200,0,2,9
值得一看的电影。,15706852200,1,2,8
很棒，值得推荐的一部片子,15706830000,0,3,10
可以。蛮好看的。。。。。。。。。,15706828200,1,3,8
非常棒非常精彩！,15706809000,1,1,9
很好看，特别刺激,15706808400,0,2,10
强迫症，只想把消息点掉,15706806600,0,2,10
表示前半段睡完的，真的没看过这个风格的慎重😂,15706804800,2,2,5
i am Iron man!😭😭😭,15706797600,1,1,10
很好啊，很开心,15706791000,0,2,10
跟说好的不一样,15706784400,0,2,2
棒棒哒！！！,15706780800,0,1,9
没看过前面几部，,15706777800,1,2,10
很好看呀，去看吧,15706777200,2,2,10
爱你三千遍。,15706776600,0,2,10
经典之作，一去不复返,15706768200,1,2,10
好好好的好的,15706761000,0,2,10
看了两遍 无语多说,15706755000,0,2,10
冲着卡神的大名来的，电影特效很棒，但是剧情交代的不够清楚。,15706749000,1,2,9
完美，经典，超燃,15706749000,1,3,10
钢铁侠死的真可惜。我想弄死星爵,15706729800,0,2,10
漫威电影一流的棒，别的不用多说。,15706729800,1,2,10
喜欢，跟弟弟一起来看的，铁人走的时候哭的好难受，就这么再见了,15706709400,0,4,10
可以啦啦啦啦啦,15706705200,0,1,10
看起来还不错,15706693800,1,1,10
悲剧了，看了十分钟直接睡到结婚，小妹说我直接打呼噜了，真丢人，本来还想再去看一遍的，后来就想手机能看了手机看吧，真的好看，只不过看到英雄们也老几，以后也可能没有这种电影了，心里还是挺难过的,15706500000,0,2,10
强大的特效啊,15706435200,0,4,10
特效很强大，环境很好。,15706416600,0,2,10
作为一个漫威迷，真的受不了钢铁侠死了，钢铁侠死了的那段真的哭死了,15706399800,2,3,9
很好看的电影,15706391400,0,1,10
★★★★★好多星星送我的英雄们，故事穿插的特别好，看过的21部电影都有涉及，特别过瘾，漫威万岁,15706375800,2,2,10
我给十分真的,15706326000,1,2,10
还行吧。。。。,15706311000,1,2,7
好看，必须支持。终局之战！期待已久！,15706294800,1,2,10
漫威，不解释！,15706287000,0,3,10
回家姐姐健康快乐,15706275000,1,3,10
老复仇者已去，我也40了，从此不再进影院看妇联,15706273800,1,2,10
渣男之作，原先答应的情节全部都没有,15706233000,0,3,10
喜欢女主角。,15706230600,0,2,10
产品很好！继续关注，有需要还会购买，好评！希望做的更好，多点促销活动。,15706190400,1,2,10
一个时代的结束,15706189800,1,3,10
不错很好看，值得一看,15706189200,1,3,10
很好  很刺激,15706188600,0,2,10
看的很不错电影,15706179600,0,1,10
复联4，二刷的，超稀饭，感动,15706178400,0,3,10
挺好看一直是漫威迷,15706176000,0,2,10
辣鸡里面好了,15706173000,1,2,9
很好看 可惜结局悲哀,15706171200,1,2,10
期待已久的电影终于上线了，真是太精彩了，感觉灭霸挺悲催的，复仇者满血战斗满屏的精彩。期待下一部早日上线！,15706167600,1,2,10
无聊无聊无聊,15706167600,0,2,1
不错不错不错！,15706160400,1,2,10
比较好比较好,15706146000,0,2,8
Love you three  thousand times,15706143000,0,2,10
有点失望。。。。。，,15706131000,0,2,8
一般一般般吧,15706130400,2,3,5
完美完美完美,15706122600,1,1,10
还行，不太喜欢都去看了,15706098000,2,1,9
哈哈哈还好还好,15706093800,1,3,10
是朋友看了，为了有共同话题，自己一连看了全部。发现自己也挺喜欢。喜欢钢铁侠和黑寡妇。太帅了,15706092000,0,2,7
满满的回忆。,15706087800,2,2,9
3个多小时，回忆十年，身边还是同一个人,15706077000,1,4,10
现在才评论，复仇者联盟嘛，还是很好看的,15706070400,1,2,10
牛逼，看哭了，第一次在电影院哭，而且是在女朋友怀里哭。,15706069200,0,3,10
奔着首映去的 特别失望 3果然是无法逾越的巅峰,15706054800,1,1,6
不错。当天去看的,15706032600,0,1,10
真好看，不错啊,15705996000,0,2,10
炒鸡大片 看着就是过瘾。特效好,15705996000,0,2,0
可以吗小姐姐是什么样子吗？,15705984600,0,2,10
好看，真的非常好看,15705979200,1,2,9
我太难过了，唐尼！！！！,15705970200,2,4,10
情节很感人。,15705963000,0,2,10
可以  毕竟以后也没复联了,15705961200,1,2,10
还不错，场面震撼，有点感人,15705957000,1,2,10
很不错，情节好。,15705956400,0,1,9
八分给钢铁侠，不是五颗星是因为漫威把钢铁侠写死了，以后漫威的电影不浪费电影票了，感兴趣的人没了，就酱紫,15705944400,2,2,8
好看是好看，不该牺牲的人牺牲了,15705940800,1,3,9
好看都落泪了,15705933600,0,2,10
可以看看还不错的,15705931800,2,2,10
不错不错不错,15705930000,0,1,10
为一个结局硬是东拼西凑，也难为编剧了。漫威的电影审美疲劳了！,15705927000,1,3,7
一场盛宴，以后也许热度不再，但不枉我喜欢漫威十年，看到自己喜欢的东西火爆，很开心,15705926400,0,3,9
有些震撼还不错,15705924000,0,3,8
绝对的震撼，每部都不会落下,15705913200,1,2,10
复联的终章，意义就不说了，但是强行结局几个英雄的方法我也是醉了，托尼就不说了，让美队强行老是什么操作，服了。而且索尔变胖了，MVP变成了猪队友，但是浩克的转变让我爱了，还有郎爹也很棒棒哦！,15705912600,1,2,8
电影可以。。,15705909000,0,2,8
十年而十年，始于钢铁侠，终于钢铁侠,15705904800,0,3,9
刺激，一部比一部好吧,15705862800,1,2,8
电影不错……电影院不行,15705853200,1,3,10
和小慧慧一起,15705823800,2,3,10
追了整个系列,15705531000,2,2,9
英雄们都回来了，而钢铁侠却走了，爱你三千遍。此生无悔入漫威！,15705520800,2,3,10
结局有些悲伤,15705496200,1,2,10
好看，不错的,15705493800,2,1,8
奈斯奈斯奈斯,15705452400,0,2,10
非常好看，场面宏达,15705450600,1,1,10
挺好看的。。,15705424200,1,2,9
可以很好看很好看,15705420600,0,2,9
好看的很哦。,15705415800,2,2,10
没有前几部好，又烂又长,15705402600,2,2,4
很好看很喜欢,15705402000,0,2,10
好看！喜欢！抖森呀！,15705397200,2,2,9
哭的稀里哗啦,15705388800,0,1,10
不错很好，666666,15705381000,0,1,9
很棒的一部电影！,15705368400,0,3,10
十年漫威英雄，一个不错的结尾,15705357000,1,1,8
我嚎啕大哭啥都好就是雷神粉兼冬兵粉有点意难平,15705355200,2,4,9
很有情怀，值得回味,15705334800,1,3,8
徒手劈highhighhigh,15705314400,1,4,9
很好很好看吧,15705309000,1,3,8
复联NB!奥利给！冲鸭！,15705307800,0,3,10
太好看了！漫威女孩表示全程无尿点！,15705297600,2,2,10
泪了泪了，太感动了,15705294000,0,2,10
儿子的所有偶像都在里面🤗🤗🤗,15705289800,1,3,10
不错！特效爆裂！,15705289200,1,2,10
好看的电影哦,15705282000,0,2,10
还可以，还不错,15705280200,0,3,9
等来等去感觉有点小小的失望,15705267600,1,2,10
很不错，非常好看,15705261000,0,3,10
还行吧，还行吧,15705247800,0,2,7
没看够，还想看,15705247200,2,2,10
好看！无脑夸,15705228000,2,3,10
没啥好说的，，好看,15705211800,1,2,10
不错的电影，值得观看！,15705202200,1,1,10
还可以，总体来说还算比较完美的,15705172800,2,3,8
十年布局，还是挺满意的,15705146400,1,1,10
看了没印象，没感触,15705132000,1,1,4
不错的一部电影,15705126600,1,1,8
很好，剧情安排很不错，特效极好,15705111000,0,2,8
还好吧 挺好的,15705106800,0,2,10
好看好看好看,15705094800,0,2,10
超级好看，每次漫威新电影我们都去看四d的，超震感,15705091200,2,3,9
Whataya Want from Me,15705084600,0,2,9
非常好看，n刷,15705072000,0,2,10
好看，惊险，刺激,15705066600,0,2,8
超级无敌好看,15705050400,0,2,10
除了有点长，很好看,15705043200,2,3,9
一般化，没有太大新意,15705040200,1,3,6
还可以 一般般,15705037800,0,3,6
好看好看好看,15705034200,0,2,10
还可以吧 比上一部好一些，一直追剧追着走的,15705010800,2,3,9
相当震撼，好片子,15704958600,1,2,10
好看好看刺激,15704941200,0,2,10
棒极了，还不错,15704919600,1,2,9
大片就是大片，不是看情节的,15704727000,1,3,8
好看(｡･ω･｡)ﾉ♡,15704681400,1,2,10
很好，看着很不错,15704643600,0,2,10
还好还好，陪孩子看,15704641800,0,3,8
蛮好。。。。,15704640000,1,2,10
没有好看的电影怎么会有好的票房收益 。没有好看的电影怎么会有好的票房收益 。没有好看的电影怎么会有好的票房收益 。,15704632200,0,1,9
很好看很好看,15704614800,0,1,10
真的是超级好看。,15704614200,1,2,10
酷´_>`酷,15704582400,0,2,10
打个响指！！！,15704581800,0,2,9
没有辜负期待，值得一看,15704581800,1,2,9
很好看，很优秀,15704550000,1,2,10
好看 不给满分的原因是我最喜欢的英雄牺牲了 唉,15704550000,2,2,8
很不错太🉑了,15704550000,2,2,10
十年布局，终局之战,15704547000,0,2,10
真田广之的出现是不是暗示狼叔他们离我们不远了！狼叔加入复仇者来个逆转未来救活唐尼！,15704537400,0,4,8
10年的时间，终于迎来的终章,15704523000,0,1,10
期待复联的下个作品,15704513400,2,2,10
真的好看！太棒啦,15704499600,0,2,10
好看好看好看,15704487600,0,2,8
很好看一直追,15704486400,2,3,10
啊啊啊啊啊啊啊，终于等到了，啊啊啊啊啊啊啊快等死我了,15704484600,1,2,10
只可惜我的钢铁侠，太难了,15704476200,0,0,10
看首映的第一部电影,15704466000,0,2,10
还不错！值得一看！,15704458200,1,2,10
还不错，好看,15704451000,0,2,8
好看好看好看,15704442000,0,3,10
赞。赞。赞。赞,15704423400,1,2,10
习惯性好评，距离看它已经很久了，对于这部电影我没啥印象，因为我进去就睡了，没看，微笑。别问我为啥睡了，不想说，我太难了。,15704418600,1,2,10
还是值得看的,15704416800,0,1,10
好看，就是时间有点长,15704415000,1,1,9
终于迎来大结局，不错,15704411400,2,2,10
一切都结束了,15704384400,0,3,10
凑够六个字吧,15704381400,1,2,10
一直在追的电影，非常喜欢的节奏，期待越来越好,15704379600,1,2,8
还可以    。,15704379600,2,2,10
补一下评分。,15704376000,0,2,8
好看好看好看,15704374200,0,2,10
感觉这个系列已经编不下去了，所以死的死，老的老，算是个完结篇吧,15704361600,1,2,6
好！    ,15704359200,2,2,8
好看  太精彩了,15704355600,1,1,10
总体来说还不错，剧情特效都可以,15704351400,1,1,9
无与伦比 结局虽然让人难过,15704344200,1,2,10
热热热闹的一块的时候了有别人两个月底,15704341200,2,2,10
万众期待钟结局,15704335200,0,2,9
很感动。。。,15704332800,0,2,10
好看。。。。,15704329200,0,2,10
感觉一般那，不是,15704328600,1,2,5
强烈推荐，完美。,15704326200,2,2,10
挺好的哈哈哈,15704318400,2,1,10
行 可以 不错,15704317800,0,1,10
真正从小看到大的电影 无需多言!,15704307000,1,3,10
好好，值得一看，电影院新的很。,15704304000,1,2,10
好看好看好看,15704293200,0,2,9
非常不错值得观看,15704291400,1,3,8
好好看超级喜欢hhhh,15704272200,2,2,10
好看(｡･ω･｡)ﾉ♡,15704262600,0,2,10
真的很好看，值得推荐,15704262600,0,2,10
特别棒鼎力支持,15704257800,1,2,10
可以很棒。。。。,15704256600,1,2,10
挺好看的，结局不美满,15704255400,1,2,9
很好看，视觉感舒服,15704255400,1,3,10
好看好看好看,15704254800,2,2,10
不错，还是推荐给大家！！！,15704254200,1,2,7
就一个字爽！,15704244000,0,2,7
好好好好好！,15704240400,1,2,10
还可以看的比上一部绕脑点qwq,15704235000,0,3,7
好红红火火恍恍惚惚,15704221200,0,3,10
减掉的一分是因为我寡死了（微笑）,15704216400,2,3,9
十年布局，只为一战,15704214000,1,3,10
一般般，不咋滴,15704207400,0,1,10
好看的不得了,15704200200,1,2,10
环境好，就是歌手唱的真不太好,15704195400,0,2,10
很好看，到最后热血澎湃,15704190000,1,2,9
终结片，寡姐死的那一刻泪奔了，爱你三千遍,15704189400,1,2,10
终极之战 扣人心弦,15704185200,0,3,10
不错吧，还行,15704183400,0,2,7
看了两遍...总算弄懂人物情节了,15704181600,0,3,8
钢铁侠牺牲。,15704176800,0,2,10
看不懂，打扰了,15704172600,0,3,10
很好看  棒棒哒,15704170200,2,3,10
好看，完美6666666,15704163000,0,2,10
去年看了复联3今年看4  全员复活的一瞬间泪目了,15704161800,2,2,8
疯狂流眼泪的一部电影,15704159400,2,2,10
还可以，但杀鸡取卵了。,15704147400,1,3,10
情怀满分 彩蛋满满,15704128800,1,3,10
很好看 就是有,15704117400,0,3,10
看过最久的电影   剧情不拖拉   看到了前几年的回忆，震撼,15704110800,0,3,10
没啥想写的，就这样吧,15704092200,1,2,9
有些出乎意料,15704091600,0,2,10
原谅我这个1.2.3都没有看过的人，实在是看不懂，看了一个小时，煎熬！走了。。。。。。,15704088600,0,3,7
作为老人漫威粉丝，这部就有情怀上的喜欢。,15704074200,1,3,10
太喜欢这个电影了,15704053200,2,2,10
真的太好看了。,15703843800,0,2,10
很有趣～～～,15703827600,0,2,10
特效太好看了,15703795200,1,3,7
看不太懂，没有看前几部,15703773000,2,2,7
前面几部没看，有点看得云里雾里。,15703764000,2,3,8
看完，回家把漫威电影全看了,15703760400,0,3,9
终结了，以后没有复仇看了有点失望啊,15703758600,1,2,10
把钢铁侠弄死这个剧情，真的想给1分,15703757400,1,1,6
贼好看 看了两次！,15703734600,2,3,10
好的ヾ ^_^♪,15703732800,2,1,10
还行吧，一直对复仇者联盟不太感冒。,15703710600,0,2,8
不错的影片，值得推荐,15703696200,1,2,10
好的好吧呀呀,15703694400,0,2,10
绝对值得看。,15703686000,0,1,10
复仇者联盟是一种情怀,15703685400,1,3,9
非常好看很好,15703680600,0,2,10
漫威结束了十年,15703669800,2,3,9
还不错，激情热血,15703668600,0,1,10
好棒啊啊啊啊啊,15703664400,1,1,10
好看，真真的大片,15703630800,1,3,10
去年去看了复联三，还不错，特别期待今年的复联四。漫威没有让我失望，但是钢铁侠却走了。我爱你三千遍。,15703627800,1,3,10
无所谓了你是我的眼里只有你凶你洗澡去了吧啦,15703624200,0,1,8
值得一看，钢铁侠的结局太悲伤了,15703624200,2,2,10
没得说！！很完美,15703617600,1,2,10
有感动，有遗憾，有美好，有期待！,15703612800,1,2,9
十年一剑，不是一般的好看，是太好看了,15703606200,1,1,10
漫威十年布局，没有辜负期望,15703601400,1,2,10
还可以，挺好的，有时间都去看看,15703598400,0,1,10
一般，个人感觉一般，没想象中的那么好,15703593000,1,3,8
还可以，看到了凌晨,15703591200,0,2,8
额。。。。。,15703580400,2,2,7
很精彩，世界再无钢铁侠托尼斯塔克,15703577400,0,3,10
挺好看的呢。,15703569000,0,3,7
激动人心，可惜我的寡姐回不来了，눈_눈,15703567200,2,2,10
YY咿呀咿呀哟,15703561200,0,2,10
好的好的好的,15703553400,0,2,10
特效爆炸，不要太牛逼,15703549800,2,2,10
一般般的片子，噱头大过片子本身,15703546200,2,3,6
因为责任，所以联盟,15703542600,1,3,10
当你说：“我就是。。钢铁侠”的时候我就知道你要挂。期待下一部,15703540200,0,4,10
开头先来一个灭霸之死，后来又活了，出其不意。,15703538400,0,2,9
动作超前，惊险刺激,15703537800,0,2,10
管，非常不错呢,15703533600,0,1,10
NBNBNB,15703524600,0,2,10
TM哦哦萝莉控(´-ω-`)痛的得得得得得得,15703522200,1,2,1
好看(｡･ω･｡)ﾉ♡,15703516200,0,2,9
好看值得一看,15703505400,2,2,10
觉得就是就是时间就是叫撒,15703496400,0,2,5
特效超级棒！就是看之前恶补了前三部！太累了！还能出第五部吗？,15703495200,1,2,10
值得一看好吧,15703493400,0,2,10
啦咯啦咯啦咯,15703480800,2,2,10
好的。好的。好的,15703465800,0,2,10
Or very good， mainly too long a time， forget what the content.,15703463400,0,2,10
复联的最后一部，钢铁侠和黑寡妇再见了,15703453200,1,2,10
无聊，看不懂,15703444200,1,2,1
很好看的一部电影,15703441800,0,2,10
特效上，服装上都非常优秀,15703441800,1,2,10
好(✪▽✪),15703435200,2,2,9
激动的我眼泪掉下来,15703435200,1,3,10
复联完美落幕 再见了 黑寡妇 钢铁侠,15703434000,1,3,10
步步惊心的时候我就想要你的生活方式和美关系的发展潜力,15703409400,1,2,10
阔以的啦，应该是强迫症，把这个系列按时间从头到尾看了一遍，看速度与激情也是强迫症，真的还是不错的，以前不理解老弟为啥喜欢这些，直到在大学喜欢一个这个系列的男生，接触了，一部一部的去刷，去仔细的看每个英雄，看完之后，制作还是很棒的，但个人口味原因，没那么强烈喜欢，不过呢，是真的不错，自己从第一部开始接触，多少还是有点情绪的，虽然最后没有和那个男生在一起，但，安利了这个系列的电影，也是不错的啊，还有，最喜欢的角色还是钢铁侠，尤其是第一部，还有火箭和格鲁特也超可爱的呢，稀饭。,15703403400,2,3,9
在安庆旅游看的   也是很印象深刻了😂😂😂😂😂,15703402200,2,2,10
好看，期待复联5的到来！,15703401600,0,2,10
钢铁侠万岁，爱你,15703399200,2,2,9
二刷挺棒的。,15703397400,0,2,8
我永远爱小蜘蛛,15703391400,0,2,8
很好很好很好,15703391400,0,2,10
满意，挺精彩的,15703386600,2,3,9
很遗憾没有把之前的几部全部看了这一部，最后看着还可以。,15703385400,0,3,10
越来越看不习惯超级英雄电影了,15703383000,0,2,6
一般般时间长了,15703382400,1,2,7
我不想说其他，好看就是,15703378200,0,1,8
完美结局！很震撼，也很感动！,15703373400,0,2,10
陪老公看，不错,15703366800,2,2,10
情怀分。。。,15703351800,0,3,6
影片挺好的，爆米花电影,15703350600,1,3,10
太棒了大漫威,15703344000,0,2,10
好看，因为没看过前三部，看了之后直接把前三部补了,15703343400,2,2,10
好阿里木*(๑>؂<๑）好吃喵！,15703341600,1,2,10
很好好到不行,15703335600,0,3,10
很不错。值得看一下,15703334400,1,3,8
十年漫威啊 我不管 就是好看好看好看,15703319400,2,2,10
一入漫威深似海，不舍结局，向钢铁侠致敬。,15703314000,0,3,10
无敌破坏王(｢･ω･)｢嘿,15703311000,0,2,9
我爱你3000遍，！？！？。！,15703294800,0,2,9
我总是希望用文学的理想之光来支撑自己内心的疲惫、不安和虚空，希望文学的光芒可如水中的粗石细沙之光样，照亮总是出现在我眼前漂浮不散的一团团的黑暗。           ——《托尼.史塔克-钢铁人是怎样炼成的》,15703294800,1,3,10
钢铁之心，爱你三千遍,15703281600,1,2,10
很好看。。。,15703266600,1,3,8
电影很好看，等了好久，终于有时间去了，可能是时间太长了，电影院里很人很少，但是还是阻挡不了好看,15703260000,2,1,10
不错，挺好看的,15703260000,1,2,10
洛基镜头太少了,15703258800,2,2,9
剧情太长了吧,15703254600,1,1,8
好看，非常好的,15703251000,0,3,10
突然再也不想看漫威了，寡姐去了，钢铁侠没了……,15703231800,0,2,10
一般  就是一般,15703215000,1,4,8
完美，有始有终,15703202400,1,3,10
电影结局挺好,15703197600,0,2,10
已经过去近4个月了，还是会被震撼到。一起期待下一个十年,15703192200,0,3,10
好看，没话说,15703191000,0,3,10
uuujjkk,15703156800,0,2,9
好看的一批，力荐！,15703087200,0,2,10
还好，但感觉还是有那么视觉疲劳的效果,15702987600,1,2,8
电影很好看的,15702982800,1,3,10
