content,time,gender,user_level,score
从整体效果看，属于比较幽默搞笑的影片，四川话听起来味道就是有意思！情节方面还可以，小朋友看了比较喜欢！个人推荐带孩子观看！3D效果也比较突出,15706646400,1,2,10
优秀的作品，看了不止一遍,15706641000,1,2,10
好看，强烈推荐,15706640400,2,2,10
特别好看，值得一看,15706633800,0,1,10
好看的，不错,15706603200,1,2,9
国产良心！这么久了才评价不好意思！！！期待第二部,15706597800,0,1,10
我**没得看 浪费3张电影票  自己没注意 买到大良的  没看着分怎么打？😂😂😂😂,15706579800,2,2,5
好红红火火恍恍惚惚,15706449600,1,2,10
真的好看……,15706448400,2,2,10
很好看非常好看,15706433400,0,4,10
好看，中国的3D电影已经接近好莱坞了,15706426200,0,2,10
完美，中国动画新高度,15706416600,2,4,10
国漫崛起，加油哪吒,15706414200,1,4,10
影片还不错，喜欢！,15706413600,2,2,10
虽然解决有点意犹未尽，但是故事真的非常完整流畅，哪吒痞帅痞帅的！让我这个笑点非常低的人都忍不住哈哈笑了，赞赞赞！,15706410600,2,2,10
真的超级好看,15706399800,1,2,10
很好看(*^ω^*),15706386000,0,2,10
多买了一张票，之前不知道1.3米以下的小孩免票，两小孩看了说好看,15706378800,2,1,8
儿子说好看的很,15706377000,0,2,10
蛮好看的。值得看,15706368600,2,2,10
好看，建议观看,15706365000,0,3,10
我命由我不由天,15706356000,2,2,10
一部很励志的片，很完美,15706355400,0,4,10
用心做，总会做出让大家接受的国漫,15706352400,0,2,10
希望会有更好的作品,15706352400,1,2,10
不错 非常的好看,15706351800,1,2,10
太好看了，看了两次,15706345200,2,3,9
不小心买错了票，看到中途差点睡着了。,15706345200,2,3,3
带孩子一起观看不错哦,15706330800,0,2,10
还行还行还行,15706326600,1,1,7
希望中国动画能冲向全世界,15706324200,1,2,10
效果场面好，感动！棒棒哒！,15706323600,0,3,10
看了两遍，挺好的。没挑出什么明显的毛病,15706319400,2,3,10
爱辽爱辽爱辽,15706312800,2,2,10
一般般，没有惊喜,15706312200,0,3,6
儿子很喜欢！一部很不错的国产动画！,15706311600,1,3,10
迟到了前面没看到。,15706309800,1,2,6
特别好看！！,15706309800,0,1,10
至少六个字！,15706308000,0,2,10
好看，童年回忆。改的很好,15706306800,1,3,10
爆好看 真的！,15706304400,0,2,10
太好看了，又哭又笑的,15706301400,2,2,10
好的，谢谢你们那边有没有人在,15706301400,0,2,10
真的很不错哦，值得观看,15706297200,2,3,10
大爱哪吒和敖丙，好看，好看，好看，重要的话说三遍,15706288800,2,2,10
带孩子看的挺好的,15706288200,0,2,10
非常好看，带儿子去看的，又好笑又感动，我看的流眼泪了，国产动画越来越棒！,15706287600,0,1,10
很好看，我和我儿子，儿子的朋友也很喜欢！！！,15706285800,1,0,10
小哪吒，很好看,15706281000,2,1,9
非常好，有哭有笑,15706272600,1,2,10
超级搞笑超级刺激超级紧凑超级好的效果！,15706272600,2,2,10
好看呢，很感动人,15706265400,0,2,10
善恶难辨，环境影响还是很大的,15706264800,0,1,9
挺感人的，满分不谢。,15706261800,1,2,10
也太好看了吧,15706257000,0,2,10
好看 好看 真好看,15706253400,0,2,10
国产一流动画片！,15706252200,1,2,10
大小孩都爱看啊,15706251600,1,3,10
好看！好看！,15706247400,0,4,10
这个哪吒很可爱,15706245600,0,2,9
牛🐂🐃！这样一起来吧、这么些一起！一切为了、这么好！这么好吃！一切为了你自己去争取和他说说、这么好吃到没有什么好处！这些是否会来关注我们微博和微博互动一一：一直关注➕？在这个城市了！这么些日子主创来…：是因为你说你…在家了！一切就会长了两日就好了！这样就会来找他有事、一切为了你自己去努力奋斗！一切为了自己方便了我要好好照顾你自己看吧、一切就会飞起，在家了！这么样也不是什么的都是：不：不能用钱来了就行！一切为了自己喜欢的事我是不会再来吧、一切为了自己喜欢不起？这些😘！一定皆好，这么好了没有时间的推为了不断努力奋斗！一切为了你自己去努力奋斗、一切就好啦、一切就都不变心吗！一切就会飞过去移和我,15706245600,0,2,10
很好看很精彩很激动,15706240800,2,3,10
完美  这里面的爹爹才是爹,15706239600,2,2,10
超级棒，宝宝特别喜欢，看过之后还能给我复述。哪吒说的话她都能背下来了。,15706239000,2,1,9
一部能让我起鸡皮疙瘩的动漫,15706236600,0,2,10
喜欢，墙裂推荐,15706235400,0,2,10
太好看了太好看了,15706233000,0,2,10
棒棒哒，棒棒哒。,15706231800,1,2,10
感动，好看，有诚意。,15706230600,2,2,10
台词略尬，其他还好,15706225800,1,2,9
感动，带着老人孩子去看的，很好看,15706222200,0,3,10
好看，不错！,15706222200,2,2,10
还挺好看的，画面也画的还可以！那个方言说的让观众开怀大笑！,15706219200,2,3,10
哪吒你赢了👍🏻 👍🏻 ,15706212000,2,2,10
一般…………,15706211400,2,3,7
二刷的，好看😭期待国漫越来越好,15706208400,1,2,10
最丑萌的哪吒,15706208400,2,2,10
真的非常棒！男朋友也哭了😄,15706207800,0,1,10
还行还行还行,15706207200,1,2,10
中国动漫加油！,15706194000,0,2,10
产品很好！继续关注,15706191000,1,2,10
国漫真是越来越好看了,15706190400,0,2,10
国漫之光吧算是,15706189800,1,3,10
不错很好看，值得一看,15706188600,1,3,10
挺好，孩子非常喜欢,15706188000,2,2,10
好看。。。。,15706185600,2,2,9
很棒，推荐给别人看,15706185600,1,2,10
好看，好看，好看,15706185000,0,2,10
好看…………,15706181400,0,2,10
哈哈哈哈哈(ಡωಡ)hiahiahia,15706180800,0,2,10
很好看的一部国产动漫，支持国产。,15706180200,1,2,9
带孩子一起看的，非常好的一部影片，孩子也非常喜欢！,15706180200,0,1,10
还不错支持国产,15706176000,0,2,8
很好看的一部动漫。,15706172400,2,2,10
9分吧，怕他们骄傲,15706172400,0,2,9
国漫崛起 很好看,15706171800,1,2,10
孩子说看的不错，已经看两次了,15706169400,1,3,10
有内涵 有深度用最简单的手法阐述了最深的道理,15706167600,1,2,10
还行，就那样吧。,15706163400,2,3,7
挺不错的国漫,15706160400,0,3,10
特别好看  特效好,15706159200,2,2,9
很好看。。。超级棒。。。,15706158600,0,4,10
不错，很好看,15706158600,1,3,10
。。。。泪目,15706155000,0,3,10
国漫崛起了呀,15706155000,1,2,8
特别棒特别棒,15706153200,0,2,10
支持国产嘛……,15706153200,0,2,9
好看，国产动画不错,15706147200,0,2,10
很震撼，很感人,15706146600,2,2,10
好看！！！！,15706143600,2,2,10
国产动漫的崛起,15706142400,0,2,8
很好看，，，,15706137000,0,3,10
支持国漫，画面也不错,15706135200,0,1,10
完美！颠覆哪吒形象！,15706131600,2,2,10
不错的国产动画！,15706125600,0,2,10
感觉中国动画开始有起色了,15706125000,2,2,10
抱走敖丙，虽然是男生❤ ,15706124400,1,2,10
非常的好看啊,15706123800,2,1,10
还不错，很有意义的一部剧,15706120800,0,2,8
不错，环境剧情都不错,15706116000,1,1,9
好看，非常非常好看,15706110600,0,3,10
感动哭了特别好看,15706108200,0,2,10
好看，我命由我不由天,15706102800,1,1,9
好看，现实好多准妈妈或者妈妈形容自己的孩子是哪吒，也就是调皮吧，在影片中更希望得到父母的关怀,15706099800,0,2,10
还可以挺搞笑的。,15706096800,1,2,10
国产动漫崛起了！,15706096200,1,5,10
国产动画的进步！,15706096200,2,2,10
妹妹很喜欢，个人觉得还行,15706095000,2,1,8
很好玩的，和朋友两看的，不错的,15706092600,0,2,10
可以值得一看,15706092600,1,1,9
国漫崛起！画风很有感觉，剧情整体来说很有层次感，太乙的口音笑点很足！哪吒变身那一刻有丶帅嘛~,15706087800,1,1,10
好。。。。。,15706085400,0,1,9
中规中矩，笑点尴尬，画面一般,15706084800,0,3,3
非常推荐不是,15706084800,1,1,10
很棒还想再看,15706082400,0,2,10
特效不错。。。,15706072200,0,2,8
虽然不是很了解动画，但网上宣传的过于夸张，内容还是值得一看的,15706069800,2,3,8
哪吒敖丙可爱,15706068000,2,3,10
好看好看好看，我爱哪吒,15706066200,2,2,10
第一次看的时候挺好，第二次就没有那么感人了,15706065600,0,2,7
期待大年初一的姜子牙！最好能出个封神榜系列,15706065600,1,3,10
很不错(*๓´╰╯`๓)♡,15706063800,1,2,9
好看，虽说与小时候的有不一样，但那莫名的泪点,15706060800,2,2,10
赞！！！！！,15706057800,0,2,10
看到了国漫的崛起,15706057200,0,2,10
不错哦！是个看一次,15706053000,0,1,9
今天看了，比较震撼，老少皆宜的动画。国产电影里程碑。👍👍,15706052400,2,3,10
挺好看的呢。,15706051800,0,3,10
好看的不得了,15706050600,1,2,10
超燃，感觉不错,15706048200,0,2,9
带了三个娃娃去看，看了感触都挺深的,15706046400,0,2,10
不错，国产动漫巅峰之作,15706044600,1,1,10
是的，超级值得推荐的一部片子，内容画质，都非常好，,15706042200,2,1,10
间隔太久忘了不过期待下一部姜子牙,15706041600,0,1,10
国漫之崛起 饺子导演无所不能😂,15706039800,0,3,10
挺好看的，喜欢,15706033200,0,2,10
好看，很多搞笑的地方，哈哈。,15706031400,2,3,10
这部国漫用心了,15706026000,0,2,8
电影很不错，带孩子一起去看的，他很喜欢,15706023600,2,2,9
视觉效果不错的，内容和人物形象及语言我有点打怵。,15706019400,0,2,8
二刷好看不错,15706016400,0,1,10
还可以吧。。,15706016400,0,2,7
难怪票房这么高了 上映这么久都不下线 厉害了,15706000800,1,3,5
很好好看。不错。,15705994200,0,2,10
很好看，期待第二部,15705993000,0,2,10
好。泪流满面,15705984000,0,2,10
一般般吧( •̥́ ˍ •̀ू ),15705984000,2,2,6
值得一看的好电影，推荐,15705982800,2,2,10
超级好看！！,15705982800,0,2,10
国产电影的骄傲,15705978000,2,4,8
活泼又淘气又可爱又仗义与一身的哪吒！好看！,15705976200,0,3,9
不错不错，比较完美的一部电影，,15705975600,0,1,8
完美，很好看！,15705973200,0,2,10
不知道为什么分数这么高？后面特效好，打斗场面精彩，除了这些真的没啥恭维的，剧情真的是无力吐槽，尤其台词看着尴尬,15705969600,2,1,2
一般般，没有什么值得期待的,15705969600,2,1,8
好看   哪吒很可爱   ,15705968400,1,2,10
烂！套路俗！票房全靠造势！内容没有深度！中国最佳烂片！,15705968400,1,2,1
心情无以言表,15705966000,1,2,10
很好看啊。。。。。。。,15705964800,2,2,10
还可以吧，我没有那么狂热,15705960600,2,2,7
还行，很新颖，观点新奇,15705960600,2,2,8
算是一部佳作，并没有吹的那么太好，个人认为这部照白蛇还差点,15705960000,1,4,8
影院小，声音效果差。,15705959400,1,1,1
好看！特效很棒！打斗过程也很流畅,15705959400,0,2,10
不错，很好看，满意,15705958200,2,3,10
带着小朋友一起看,15705957600,0,2,10
情节过于简单，场景很动漫,15705956400,2,1,8
很好！国产动漫崛起了！赶快出封神宇宙吧！,15705955800,2,2,10
二刷。视觉震撼。,15705954000,1,4,10
还不错还不错,15705952800,2,2,8
很好看的！！,15705948000,0,2,8
哈哈好红红火火恍恍惚惚好红红火火恍恍惚惚好红红火火恍恍惚惚,15705947400,0,1,10
颠覆我的想象，龙王原来是被镇压在海底的,15705946200,1,3,9
不错，值得一看,15705945600,0,2,10
哪吒真的演的很好,15705945000,2,2,10
挺不错的,15705944400,2,2,8
最喜欢的国漫没有之一！国漫加油！,15705943200,1,2,10
太好看啦，简直超级值。,15705942600,0,2,10
很棒的哪吒，期待国漫宇宙！,15705942000,1,3,9
儿子去看了，说不错,15705940800,0,1,8
挺好看，哈哈哈哈哈哈哈,15705940800,0,1,9
好看好看，震撼！,15705939000,1,3,10
刷票房的电影，恶心,15705937200,1,2,1
太感人了，也很震撼,15705936600,2,1,10
还行吧，还行吧。,15705935400,2,2,10
一般吧，这哪吒挺造作的，来呀造作啊，反正有票房，我看不惯没修养的，娇生惯养的，自以为是的，不尊重师长，而且火爆脾气的性格，这小爷身上全集中了，看着他就不爽，想揍他,15705934200,2,2,6
敲好看哈哈哈,15705933600,0,1,10
好看好看好看,15705933600,0,2,10
牛逼，牛逼，牛逼,15705932400,0,2,10
完美的国画，，，,15705931200,2,2,9
和孩子一起去看的，很不错的电影,15705930600,2,2,10
国产动画的佼佼者吧,15705925200,1,2,8
很不错的优秀国产电影,15705924000,1,3,8
看着不错孩子喜欢看了3遍了💁,15705922800,0,2,10
好看我喜欢。。,15705921600,0,3,10
有哭有笑，有爱有恨，国产动漫正在崛起，支持，越来越好,15705919800,1,2,10
特效很好！！就是剧情少了点,15705919200,0,2,9
特效太棒啦！好看到哭,15705918600,2,2,10
特别好看，棒棒,15705916800,0,2,10
很搞笑，充满正能量笑点泪点都有,15705916200,0,2,10
可以，脑洞极大,15705912000,0,2,8
怎么了那么好看,15705911400,0,2,10
就等着出第二集了,15705907800,2,3,10
出电影院  很鸡冻 很很好看,15705907200,2,2,10
人物挺丑，剧情挺感人,15705906600,2,2,10
藕饼最高!!!,15705904200,2,2,10
好看的一啊！,15705902400,1,3,10
好看！非常好看！,15705901800,0,2,10
还行，挺好看的挺感人,15705898200,2,2,10
圈钱的电影，无聊。,15705895200,1,2,1
挺好的，值得去看看,15705894000,2,2,9
今天看过最好看的电影，没有之一,15705893400,0,2,10
十年磨一剑用心打造的经典作品！3D特效很棒！中国动漫要崛起！👍👍👍👍👍👍👍👍👍,15705891000,1,2,10
换了两次场地，都是非常暗的～甚至于有地方看不太清楚～～故事情节，对话非常好，但是颜色上感官很差～暗色调挺好～但看不清楚就不舒服了～,15705890400,1,2,5
比较不错换可以，有几个场景确实很不错，国漫现在变得越来越来越来的好了，加油＾０＾~支持支持支持…说实话哪吒确实很逗…很不错…,15705890400,1,2,9
一般吧，没说的那么好看,15705880200,1,2,8
宝贝说很好看,15705876000,0,2,10
特别喜欢的一部电影奥斯卡冲鸭！！！,15705871800,2,2,10
值得推荐，带着孩子去看的。很赞,15705870600,0,2,10
好看，哪吒太可爱了,15705868200,0,2,9
特别好，看到最后特别感动，希望他们会重生。,15705865800,2,3,10
小孩大人都可以看😊特别是后段看着比较感人,15705862800,2,2,10
跟儿子看的！包场看的，挺好哈,15705859800,2,3,10
有水平！中国水平不输国外！,15705858600,1,3,9
很好看哦！影片精彩，也很有教育意义。我家宝贝看了以后说她以后做事要坚强勇敢，做个永不言败的人！,15705856200,2,2,10
不错的，挺好玩，受教了,15705853200,0,2,10
看是好看，但是久久不肯下影每部电影都这样的话，其他的电影还要不要上了？,15705844800,2,1,9
很好，很不错,15705832800,1,4,10
在国产动画里确实还是不错的，人物和故事中国色彩浓厚，还是比较搞笑的，也对敖丙这个从小都认为是反面角色的重新认识！不过这个票房确实还是有点…,15705827400,2,2,8
精彩影片！值得观看！,15705826200,0,3,9
我命由我不由天，是魔是仙我自己说了才算,15705824400,0,2,10
nice~.,15705823800,2,1,10
嗯，男朋友一起,15705823800,2,3,10
赞，推荐观看,15705821400,0,2,10
很好的电影值得一看,15705821400,0,1,10
再坚持5个月  就能当贺岁片看见,15705818400,0,2,2
很好看，国漫新里程,15705816600,0,3,10
好看，喜欢这个版本的,15705810600,0,2,10
我是小妖怪，逍遥又自在，,15705810000,0,2,10
带小孩看的，支持国产,15705796200,1,1,10
人物性格鲜明。,15705795600,0,1,8
非常好看，最经典和鼓舞人心的一句台词是哪吒说：我命由我不由天，是魔是仙，我，自己说的算！！！,15705787200,1,1,10
国产电影的精品,15705775200,0,2,10
真的好看，好人至深,15705774600,2,3,10
非常好看，带着家里人去看的,15705772200,2,2,10
好看的，影院环境也很好,15705771600,2,2,10
精彩，好看，爆满。,15705763200,1,1,8
幽默搞笑，哲理经典，回味无穷,15705737400,2,1,10
笑点泪点都满满的,15705677400,0,3,10
值得去电影院看,15705617400,0,2,10
友错，非常棒。,15705614400,0,3,10
这电影我都没去看，真是疯了投资不到一个亿的电影赚了整整49个亿。。。,15705610200,0,1,10
好看，有点小感动………,15705595800,0,2,10
值得看啊！为什么不值得！,15705573600,2,3,10
国产继续加油,15705536400,0,5,8
超级喜欢哪吒？？？！哪吒 敖丙？？！！！！,15705532800,0,4,10
有目共睹，国漫霸主,15705529200,2,2,9
好看。小娃娃都喜欢。,15705517200,0,2,10
买来给儿子和外甥看的 回来后一直在说怎么怎么好看 还说我没去看可惜了 哈哈,15705510000,0,1,10
挺有意思的。。。,15705507600,0,2,10
太好看了啦啦啦啦,15705496200,0,1,10
最后结局有些仓促了,15705495600,1,2,8
挺有趣的一部电影,15705493200,2,2,10
超级好看，我稀饭,15705483600,2,3,10
不错，看起来很棒！,15705478800,1,1,10
果然没有让人失望，看到了国产动漫的崛起，大圣归来已经让人满满感动，哪吒里面很是现实，很喜欢里面传达的意境，没有绝对的好人也没有绝对的坏人，我命由我不由天，很燃的一部作品,15705478200,2,3,10
不错，国产剧新纪元,15705474600,0,2,10
好 好 好 看 看 看,15705471600,1,1,8
特别好看超级喜欢,15705471000,0,2,9
别人都希望孩子像敖丙一样懂事，可是他真的快乐吗,15705470400,2,1,10
国产动画越来越好了.很感动的一部电影,15705466200,2,3,10
挺好看的，加油,15705460800,0,1,6
真心好看。完美,15705454800,1,2,10
近年来的经典之一,15705450600,1,3,10
完美之作，假期末了才去看,15705447600,1,1,10
看了两次第一次很好第二场可能是我最扎心的电影,15705444000,1,2,7
期待后面的续集！！！,15705444000,1,3,9
期待出下集哦~,15705444000,2,2,10
我觉得比较好看。,15705439200,0,1,8
嗯啊啊😱啊啊啊,15705438000,2,3,10
唉～，不喜欢，各种篡改……,15705437400,0,2,2
可以可以可以，哈哈哈。有笑有泪,15705435000,0,3,9
好看好看好看,15705432600,0,2,10
完美，就这样，没得话说，很棒,15705430800,0,2,10
好看，哪咤好帅，很好，每一次感觉很伤心感人，我命由我不由天这句话很好听,15705427800,2,1,10
还是比较好看的，就是我不太喜欢哪吒的配音……额😓,15705427800,2,1,8
挺好的 emmm,15705427200,0,1,10
不错的一部电影,15705427200,0,2,9
我为啥没觉得好看,15705426000,2,2,4
最后的一幕很感人,15705416400,1,2,10
期待下一部啊,15705414600,1,2,10
多久了，现在才来评论,15705414600,2,2,10
挺好的，都给我看哭了,15705414600,2,2,10
看就对了！！,15705413400,0,2,10
我觉得还可以,15705409800,0,3,8
我命由我不由天，超喜欢这种不服来战的感觉，超级好看感人，爱了！,15705405600,2,2,10
超级好看，喜欢哪吒,15705404400,2,2,10
国产动漫值得我们支持，我们国产动漫也很棒，加油！,15705400200,1,2,10
很不错，励志,15705399600,0,2,10
搞笑不失内容，没有刻意去强调什么但是非常耐人寻味,15705398400,2,1,10
中国动漫崛起,15705397200,1,1,10
预告片吊足胃口。,15705396600,2,3,8
很好的电影，好厉害的哪吒,15705395400,0,2,10
喜欢哪吒的不屈不挠的性格,15705393000,2,2,10
这个比较精彩,15705392400,0,2,10
很好，值得一看！,15705387600,1,2,10
全家人一起看的，细节感人，饱含哲理,15705387000,0,2,10
太好看了 真的 ,15705383400,1,3,10
感觉还行吧！,15705381600,1,2,8
很好看。。。,15705381000,2,2,10
好看，非常好看,15705378600,1,2,10
很不错，视觉感棒棒的，值得推荐。,15705377400,2,2,9
好看好看好看,15705376800,2,2,9
很不错的一部国产点影,15705376800,2,2,10
很好看，期待有下集,15705374400,2,3,10
开始好搞笑，后面很难过,15705372600,0,2,10
不错，勾起儿时的回忆,15705371400,1,2,7
十分喜欢。挺有意思的。题材也很新颖,15705370200,2,1,10
很好看的电影,15705369600,0,2,10
非常非常喜欢这部片子。。。,15705369600,0,3,10
哪吒最酷版本之一,15705366000,0,3,10
好看，有泪点,15705361200,2,2,10
好看好看好看,15705358200,2,1,8
很不错，台词很幽默,15705357000,1,1,7
很好很好很好,15705350400,0,1,10
非常震撼  非常喜欢,15705349800,2,2,10
感动的一塌糊涂😭😭😭😭😭😭,15705346200,2,1,10
很好看，二刷,15705345000,0,1,10
非常棒的电影,15705340200,0,2,10
好看，孩子很喜欢！,15705337800,1,1,10
挺不错，看的振奋人心,15705335400,1,2,9
确实不错，尤其万象影城TMX效果极棒,15705334200,1,3,10
搞笑，感人。,15705330000,1,3,10
好看123456,15705330000,2,2,9
哪吒很像小鲁班，三太子很像明世隐,15705327600,0,2,9
创新一般，剧情个人觉得俗套，没有打动我的地方，剧情想要展现的点，反而觉得有点中二，幼稚的那种中二。毫无刷第二遍的欲望,15705327000,1,2,7
很棒的一部电影，值得反复观看。,15705324000,2,2,10
良心国漫！！,15705318600,1,2,10
非常有教育意义，值得带娃观看。,15705314400,2,1,9
可以的非常搞笑,15705311400,0,2,10
国漫很值得看，加油,15705310800,2,2,10
好久没带儿子出来看电影了，哪吒这部电影真的挺好的，欢乐中还带着一些小感动。,15705310800,2,2,10
～～很棒～～,15705310800,2,2,10
好看好看好看,15705300600,1,1,10
意料之外的好看,15705295800,0,3,10
非常不错的电影,15705295200,1,4,10
很不错的商业片,15705294600,1,3,8
如果哪吒不好那就没好的了,15705289800,1,2,10
儿子三刷了！,15705288600,1,3,10
好看!站cp粉哈哈哈哈哈哈,15705283200,0,2,10
好看，挺搞笑的,15705280200,0,2,10
挺好看还不错,15705280200,0,3,9
真的挺好看滴,15705279000,2,4,10
看的感动，眼泪不要钱的流，值得中国的动漫借鉴,15705273600,2,3,10
哪吒真的是有我的影子吧哈哈,15705270000,1,2,10
震撼！人性化选座！给力,15705268200,2,1,10
国漫的崛起。,15705266400,1,3,8
超好看，很喜欢,15705266400,2,2,10
算是国产动漫电影的里程碑吧。故事和人物都挺饱满的，改编的点也挺有意思。但是，最后哪吒说出的那句“我命由我不由天”，并没觉得多励志，哪吒之所以没成害人的怪物，是因为有他的师傅他的家人义无反顾地帮他爱护他。没让我觉得和电影多贴切,15705266400,2,2,8
棒棒哒。画面精美,15705265200,2,2,10
挺不错的电影，推荐！,15705262800,0,2,10
挺好的。期待姜子牙,15705262200,0,2,10
看完还想看的国漫！,15705260400,2,4,10
很好看，非常好看，颠覆我对哪吒的影响,15705255600,1,2,10
完美动画棒棒的，买两张支持,15705253200,1,3,10
挺好看的 ～,15705253200,0,2,9
还行，国产动漫的开始！,15705252000,1,2,10
特别喜欢    值得一看,15705249000,0,4,9
没有了吗？还没看,15705248400,2,2,0
国漫的慢慢崛起啊，非常值得骄傲！,15705248400,0,3,10
和你一起去当然好看,15705247800,2,2,10
画风特效不错，挺感人，不要在意细节，完美的作品反而不完美！,15705246000,1,1,10
本以为会没意思，但看了才发现很感人,15705246000,2,2,10
很棒，孩子看完还要看,15705245400,0,2,10
二刷，不错。。。,15705244800,1,2,10
挺好看的，和同事一起去看的,15705241800,2,1,9
一般般没有什么意思,15705238800,1,2,5
超级好看的，藕霸💪,15705237600,0,2,10
必须给赞，太好看了，国漫崛起，制作精良，剧情走心。,15705237000,1,3,10
很不错的国产动漫。值得一看,15705235800,1,1,10
很不错，很好看,15705231000,1,2,10
我命由我不由天,15705227400,1,3,10
完美，可爱，激情,15705226800,1,2,10
感动好看演技好,15705226800,2,2,10
非常好看，国漫崛起,15705224400,2,2,10
好看。。。。。,15705221400,1,2,10
好看！哪吒！值得一看！,15705219600,2,1,10
国漫加油凹😯期待大年初一姜子牙,15705219000,0,2,10
不错 儿子喜欢,15705216600,0,2,10
整部电影对每个角色的塑造都十分立体，特别是稍微改动了李靖形象，由以前屈服于官僚体制改为在不碰触官僚体制下为了自己的孩子可以豁出自己的一切，面子和性命。,15705216000,1,2,10
好看，突出了亲情和友情,15705210600,0,3,9
好看，画风画质都非常棒！剧情更赞,15705210000,0,2,10
一句“我命由我不由天”将一部动画的高度上升至另一个层面！真的没有什么天性是不变的,15705204600,0,3,10
在意料之外也在意料之中,15705204600,2,2,9
太乙真人川普好评,15705204000,0,3,9
有泪点有笑点…,15705200400,0,2,10
可以  感人  震撼,15705200400,1,1,10
刚看到哪吒**生哪吒，没看完就有事溜了……,15705200400,1,3,8
视觉上挺不错的,15705196800,0,2,8
中国动画 终于扬眉吐气了,15705192600,1,2,10
第二次在潍坊看的，七夕,15705189600,2,2,10
特效满分 国产动画巅峰制作,15705189600,0,3,10
看得眼泪稀里哗啦，国漫崛起了,15705188400,2,1,10
不错     考虑考虑突突啦啦啦啦啦咯啦咯啦咯啦咯,15705186600,1,1,10
喜欢  特别好看  就是小朋友太多,15705186000,1,2,10
好看！！！哪吒和敖丙都是善的,15705175800,2,1,9
好看，最后我居然看哭了，真的是好看已经安利身边的人了,15705172200,2,3,9
good！好看,15705170400,2,3,10
还算好看的。,15705170400,0,2,8
不错 带小孩去看，不错,15705169800,1,2,10
精彩绝伦又哭又笑,15705169800,2,1,10
国产动画的崛起～,15705169200,0,2,10
很好很好很好,15705166800,1,2,10
慢慢崛起的国漫，加油,15705166200,1,2,10
很好看！！！,15705163800,2,2,10
非常棒，好看,15705162000,1,4,10
值得推荐👍👍👍,15705157800,0,3,10
还可以吧，吊儿郎当的小哪吒,15705150000,1,2,6
中国动漫崛起之作,15705144000,0,3,10
剧情有多个闪光点，但是衔接零散，未能使全片集中为浑然一体。,15705143400,1,3,7
不错的电影，蛮感人的,15705142200,2,2,9
俩刷了，挺好,15705141600,0,3,10
还好吧，继续努力,15705138000,0,2,6
和我弟一起去懒得，我都看哭了,15705136200,0,3,10
好看好看大片的感觉,15705130200,2,2,10
国漫崛起，其实一直都在崛起，国漫已经赶超了，我一直看漫画，老梗新说，让人真是挪不开眼,15705129000,1,4,9
还行……还行……还行,15705128400,2,4,9
好看好看，中国动画终于能拍出这么好的大片了,15705126600,0,3,10
超级热血 好看,15705124200,2,1,10
挺好看的，很有意义，和想的不一样,15705123600,0,2,8
很不错呀！真的！,15705121200,2,2,10
不错的影视作品,15705118200,1,2,10
真的真的太好看了  感人！,15705117000,0,1,10
啊啊啊啊，太好看啦！！！看哭了！！,15705114600,2,3,10
好看，不错，支持国漫,15705108600,1,3,10
超赞的一部电影,15705107400,0,1,10
燃爆了   良心动漫片,15705106800,0,3,10
很不错，情节挺好看的,15705104400,0,1,10
不错的大电影,15705103200,1,3,10
很好看不对啊,15705103200,0,2,10
好看的不得了！,15705103200,0,2,9
还行吧XP出破去,15705099600,0,2,8
挺好的，推荐看一下,15705096600,0,1,9
非常不错 良心剧 满意满意,15705092400,0,2,10
好看好看好看,15705090600,1,4,10
真的太棒了……,15705087600,0,3,10
很好，我命由我不由天！跟男朋友看的，很满意,15705087000,2,2,10
不想评论，唉，跟对象去的，现在变前任了,15705087000,1,2,9
很不错的画面效果,15705085800,1,2,10
就那样就那样,15705084000,2,3,8
看个动画片最后还把我看哭了……也是够了,15705083400,2,3,10
好真好特别好,15705082200,2,2,10
很不错，搞笑感人,15705079800,2,1,10
虽说是动画片但是挺搞笑的,15705079200,1,2,10
这部电影觉得做的还不错，国产动漫终于有好的作品了，但是我想说的是是不是想钱想疯了，放了3个月了还不下架。,15705076200,0,3,10
孩子很喜欢！！,15705075600,2,2,9
好看！搞笑又燃，打斗场景也很棒,15705075000,2,2,10
挺好看的呀，很好,15705069000,1,2,9
不错👍 👍中国动漫继续努力😍  ,15705067200,1,2,10
睡过头了，没去看！,15705066600,2,2,10
带孩子去看的，很不错，值得去看,15705066000,2,3,10
非常好看 很喜欢,15705065400,2,2,10
全家一起看，孩子非常喜欢,15705065400,2,2,10
鼻屎啊尿啊屁的太恶心恶趣味了，太乙怎么变这个样子，2分给哪吒,15705063600,0,2,2
还是蛮感动的,15705062400,0,2,10
喜欢，中国动漫越来越好,15705058800,2,2,10
👍👍👍棒棒哒,15705057600,2,1,10
影片不错，就是3D没啥感觉,15705056400,0,2,8
荒诞又俗套的情节，改编故事也要稍稍尊重一下原形，真搞不懂为什么那么多人摇旗喊好，肯定绝大部分是人云亦云没自己思想的人。,15705055200,0,2,2
不错不错，非常棒,15705053400,0,2,10
笑点多挺好看的,15705052800,0,2,8
领着孩子去看的，我命由我不由天，这些年看过最好的动画片！建父母领着孩子去看看！,15705051600,0,1,10
有泪点，有笑点。说实话看了两次。国产动画电影的崛起啊,15705049200,0,3,10
